scenario;rakv;rakennus_tyyppi;sahko_kiinteisto_kwhm2
muutos;1989;tsto;22
muutos;1989;liiken;27
muutos;1989;hoito;42
muutos;1989;kokoon;27
muutos;1989;opetus;22
muutos;1989;teoll;0
muutos;1989;varast;0
muutos;1989;muut;27
muutos;1999;erpien;18
muutos;1999;rivita;14
muutos;1999;askert;19
muutos;1999;liike;25
muutos;1999;tsto;20
muutos;1999;liiken;25
muutos;1999;hoito;40
muutos;1999;kokoon;25
muutos;1999;opetus;20
muutos;1999;teoll;0
muutos;1999;varast;0
muutos;1999;muut;25
muutos;2009;erpien;20
muutos;2009;rivita;14
muutos;2009;askert;23
muutos;2009;liike;25
muutos;2009;tsto;20
muutos;2009;liiken;25
muutos;2009;hoito;40
muutos;2009;kokoon;25
muutos;2009;opetus;20
muutos;2009;teoll;0
muutos;2009;varast;0
muutos;2009;muut;25
muutos;2010;erpien;17
muutos;2010;rivita;22
muutos;2010;askert;24
muutos;2010;liike;26
muutos;2010;tsto;21
muutos;2010;liiken;26
muutos;2010;hoito;41
muutos;2010;kokoon;26
muutos;2010;opetus;21
muutos;2010;teoll;0
muutos;2010;varast;0
muutos;2010;muut;26
muutos;2018;erpien;10
muutos;2018;rivita;20
muutos;2018;askert;22
muutos;2018;liike;25
muutos;2018;tsto;20
muutos;2018;liiken;25
muutos;2018;hoito;35
muutos;2018;kokoon;25
muutos;2018;opetus;20
muutos;2018;teoll;0
muutos;2018;varast;0
muutos;2018;muut;25
muutos;2019;erpien;10
muutos;2019;rivita;20
muutos;2019;askert;22
muutos;2019;liike;25
muutos;2019;tsto;20
muutos;2019;liiken;25
muutos;2019;hoito;35
muutos;2019;kokoon;25
muutos;2019;opetus;20
muutos;2019;teoll;0
muutos;2019;varast;0
muutos;2019;muut;25
muutos;2020;erpien;10
muutos;2020;rivita;20
muutos;2020;askert;22
muutos;2020;liike;25
muutos;2020;tsto;20
muutos;2020;liiken;25
muutos;2020;hoito;35
muutos;2020;kokoon;25
muutos;2020;opetus;20
muutos;2020;teoll;0
muutos;2020;varast;0
muutos;2020;muut;25
muutos;2021;erpien;10
muutos;2018;rivita;20
muutos;2021;askert;22
muutos;2021;liike;25
muutos;2021;tsto;20
muutos;2021;liiken;25
muutos;2021;hoito;35
muutos;2021;kokoon;25
muutos;2021;opetus;20
muutos;2021;teoll;0
muutos;2021;varast;0
muutos;2021;muut;25
muutos;2022;erpien;10
muutos;2019;rivita;20
muutos;2022;askert;22
muutos;2022;liike;25
muutos;2022;tsto;20
muutos;2022;liiken;25
muutos;2022;hoito;35
muutos;2022;kokoon;25
muutos;2022;opetus;20
muutos;2022;teoll;0
muutos;2022;varast;0
muutos;2022;muut;25
muutos;2023;erpien;11
muutos;2020;rivita;20
muutos;2023;askert;23
muutos;2023;liike;26
muutos;2023;tsto;21
muutos;2023;liiken;26
muutos;2023;hoito;36
muutos;2023;kokoon;26
muutos;2023;opetus;21
muutos;2023;teoll;0
muutos;2023;varast;0
muutos;2023;muut;26
muutos;2024;erpien;11
muutos;2021;rivita;20
muutos;2024;askert;23
muutos;2024;liike;26
muutos;2024;tsto;21
muutos;2024;liiken;26
muutos;2024;hoito;36
muutos;2024;kokoon;26
muutos;2024;opetus;21
muutos;2024;teoll;0
muutos;2024;varast;0
muutos;2024;muut;26
muutos;2025;erpien;11
muutos;2022;rivita;20
muutos;2025;askert;23
muutos;2025;liike;26
muutos;2025;tsto;21
muutos;2025;liiken;26
muutos;2025;hoito;36
muutos;2025;kokoon;26
muutos;2025;opetus;21
muutos;2025;teoll;0
muutos;2025;varast;0
muutos;2025;muut;26
muutos;2026;erpien;11
muutos;2023;rivita;21
muutos;2026;askert;23
muutos;2026;liike;26
muutos;2026;tsto;21
muutos;2026;liiken;26
muutos;2026;hoito;36
muutos;2026;kokoon;26
muutos;2026;opetus;21
muutos;2026;teoll;0
muutos;2026;varast;0
muutos;2026;muut;26
muutos;2027;erpien;11
muutos;2024;rivita;21
muutos;2027;askert;23
muutos;2027;liike;26
muutos;2027;tsto;21
muutos;2027;liiken;26
muutos;2027;hoito;36
muutos;2027;kokoon;26
muutos;2027;opetus;21
muutos;2027;teoll;0
muutos;2027;varast;0
muutos;2027;muut;26
muutos;2028;erpien;12
muutos;2025;rivita;21
muutos;2028;askert;24
muutos;2028;liike;27
muutos;2028;tsto;22
muutos;2028;liiken;27
muutos;2028;hoito;37
muutos;2028;kokoon;27
muutos;2028;opetus;22
muutos;2028;teoll;0
muutos;2028;varast;0
muutos;2028;muut;27
muutos;2029;erpien;12
muutos;2026;rivita;21
muutos;2029;askert;24
muutos;2029;liike;27
muutos;2029;tsto;22
muutos;2029;liiken;27
muutos;2029;hoito;37
muutos;2029;kokoon;27
muutos;2029;opetus;22
muutos;2029;teoll;0
muutos;2029;varast;0
muutos;2029;muut;27
muutos;2030;erpien;12
muutos;2027;rivita;21
muutos;2030;askert;24
muutos;2030;liike;27
muutos;2030;tsto;22
muutos;2030;liiken;27
muutos;2030;hoito;37
muutos;2030;kokoon;27
muutos;2030;opetus;22
muutos;2030;teoll;0
muutos;2030;varast;0
muutos;2030;muut;27
muutos;2031;erpien;12
muutos;2028;rivita;22
muutos;2031;askert;24
muutos;2031;liike;27
muutos;2031;tsto;22
muutos;2031;liiken;27
muutos;2031;hoito;37
muutos;2031;kokoon;27
muutos;2031;opetus;22
muutos;2031;teoll;0
muutos;2031;varast;0
muutos;2031;muut;27
muutos;2032;erpien;12
muutos;2029;rivita;22
muutos;2032;askert;24
muutos;2032;liike;27
muutos;2032;tsto;22
muutos;2032;liiken;27
muutos;2032;hoito;37
muutos;2032;kokoon;27
muutos;2032;opetus;22
muutos;2032;teoll;0
muutos;2032;varast;0
muutos;2032;muut;27
muutos;2033;erpien;13
muutos;2030;rivita;22
muutos;2033;askert;25
muutos;2033;liike;28
muutos;2033;tsto;23
muutos;2033;liiken;28
muutos;2033;hoito;38
muutos;2033;kokoon;28
muutos;2033;opetus;23
muutos;2033;teoll;0
muutos;2033;varast;0
muutos;2033;muut;28
muutos;2034;erpien;13
muutos;2031;rivita;22
muutos;2034;askert;25
muutos;2034;liike;28
muutos;2034;tsto;23
muutos;2034;liiken;28
muutos;2034;hoito;38
muutos;2034;kokoon;28
muutos;2034;opetus;23
muutos;2034;teoll;0
muutos;2034;varast;0
muutos;2034;muut;28
muutos;2035;erpien;13
muutos;2032;rivita;22
muutos;2035;askert;25
muutos;2035;liike;28
muutos;2035;tsto;23
muutos;2035;liiken;28
muutos;2035;hoito;38
muutos;2035;kokoon;28
muutos;2035;opetus;23
muutos;2035;teoll;0
muutos;2035;varast;0
muutos;2035;muut;28
muutos;2036;erpien;13
muutos;2033;rivita;23
muutos;2036;askert;25
muutos;2036;liike;28
muutos;2036;tsto;23
muutos;2036;liiken;28
muutos;2036;hoito;38
muutos;2036;kokoon;28
muutos;2036;opetus;23
muutos;2036;teoll;0
muutos;2036;varast;0
muutos;2036;muut;28
muutos;2037;erpien;13
muutos;2034;rivita;23
muutos;2037;askert;25
muutos;2037;liike;28
muutos;2037;tsto;23
muutos;2037;liiken;28
muutos;2037;hoito;38
muutos;2037;kokoon;28
muutos;2037;opetus;23
muutos;2037;teoll;0
muutos;2037;varast;0
muutos;2037;muut;28
muutos;2038;erpien;14
muutos;2035;rivita;23
muutos;2038;askert;26
muutos;2038;liike;29
muutos;2038;tsto;24
muutos;2038;liiken;29
muutos;2038;hoito;39
muutos;2038;kokoon;29
muutos;2038;opetus;24
muutos;2038;teoll;0
muutos;2038;varast;0
muutos;2038;muut;29
muutos;2039;erpien;14
muutos;2036;rivita;23
muutos;2039;askert;26
muutos;2039;liike;29
muutos;2039;tsto;24
muutos;2039;liiken;29
muutos;2039;hoito;39
muutos;2039;kokoon;29
muutos;2039;opetus;24
muutos;2039;teoll;0
muutos;2039;varast;0
muutos;2039;muut;29
muutos;2040;erpien;14
muutos;2037;rivita;23
muutos;2040;askert;26
muutos;2040;liike;29
muutos;2040;tsto;24
muutos;2040;liiken;29
muutos;2040;hoito;39
muutos;2040;kokoon;29
muutos;2040;opetus;24
muutos;2040;teoll;0
muutos;2040;varast;0
muutos;2040;muut;29
muutos;2041;erpien;14
muutos;2038;rivita;24
muutos;2041;askert;26
muutos;2041;liike;29
muutos;2041;tsto;24
muutos;2041;liiken;29
muutos;2041;hoito;39
muutos;2041;kokoon;29
muutos;2041;opetus;24
muutos;2041;teoll;0
muutos;2041;varast;0
muutos;2041;muut;29
muutos;2042;erpien;14
muutos;2039;rivita;24
muutos;2042;askert;26
muutos;2042;liike;29
muutos;2042;tsto;24
muutos;2042;liiken;29
muutos;2042;hoito;39
muutos;2042;kokoon;29
muutos;2042;opetus;24
muutos;2042;teoll;0
muutos;2042;varast;0
muutos;2042;muut;29
muutos;2043;erpien;15
muutos;2040;rivita;24
muutos;2043;askert;27
muutos;2043;liike;30
muutos;2043;tsto;25
muutos;2043;liiken;30
muutos;2043;hoito;40
muutos;2043;kokoon;30
muutos;2043;opetus;25
muutos;2043;teoll;0
muutos;2043;varast;0
muutos;2043;muut;30
muutos;2044;erpien;15
muutos;2041;rivita;24
muutos;2044;askert;27
muutos;2044;liike;30
muutos;2044;tsto;25
muutos;2044;liiken;30
muutos;2044;hoito;40
muutos;2044;kokoon;30
muutos;2044;opetus;25
muutos;2044;teoll;0
muutos;2044;varast;0
muutos;2044;muut;30
muutos;2045;erpien;15
muutos;2042;rivita;24
muutos;2045;askert;27
muutos;2045;liike;30
muutos;2045;tsto;25
muutos;2045;liiken;30
muutos;2045;hoito;40
muutos;2045;kokoon;30
muutos;2045;opetus;25
muutos;2045;teoll;0
muutos;2045;varast;0
muutos;2045;muut;30
muutos;2046;erpien;15
muutos;2043;rivita;25
muutos;2046;askert;27
muutos;2046;liike;30
muutos;2046;tsto;25
muutos;2046;liiken;30
muutos;2046;hoito;40
muutos;2046;kokoon;30
muutos;2046;opetus;25
muutos;2046;teoll;0
muutos;2046;varast;0
muutos;2046;muut;30
muutos;2047;erpien;15
muutos;2044;rivita;25
muutos;2047;askert;27
muutos;2047;liike;30
muutos;2047;tsto;25
muutos;2047;liiken;30
muutos;2047;hoito;40
muutos;2047;kokoon;30
muutos;2047;opetus;25
muutos;2047;teoll;0
muutos;2047;varast;0
muutos;2047;muut;30
muutos;2048;erpien;16
muutos;2045;rivita;25
muutos;2048;askert;28
muutos;2048;liike;31
muutos;2048;tsto;26
muutos;2048;liiken;31
muutos;2048;hoito;41
muutos;2048;kokoon;31
muutos;2048;opetus;26
muutos;2048;teoll;0
muutos;2048;varast;0
muutos;2048;muut;31
muutos;2049;erpien;16
muutos;2046;rivita;25
muutos;2049;askert;28
muutos;2049;liike;31
muutos;2049;tsto;26
muutos;2049;liiken;31
muutos;2049;hoito;41
muutos;2049;kokoon;31
muutos;2049;opetus;26
muutos;2049;teoll;0
muutos;2049;varast;0
muutos;2049;muut;31
muutos;2050;erpien;16
muutos;2047;rivita;25
muutos;2050;askert;28
muutos;2050;liike;31
muutos;2050;tsto;26
muutos;2050;liiken;31
muutos;2050;hoito;41
muutos;2050;kokoon;31
muutos;2050;opetus;26
muutos;2050;teoll;0
muutos;2050;varast;0
muutos;2050;muut;31
saasto;9999;erpien;1
saasto;9999;rivita;5
saasto;9999;askert;5
saasto;9999;liike;15
saasto;9999;tsto;10
saasto;9999;liiken;15
saasto;9999;hoito;30
saasto;9999;kokoon;15
saasto;9999;opetus;10
saasto;9999;teoll;0
saasto;9999;varast;0
saasto;9999;muut;15
saasto;1920;erpien;1
saasto;1920;rivita;5
saasto;1920;askert;5
saasto;1920;liike;15
saasto;1920;tsto;10
saasto;1920;liiken;15
saasto;1920;hoito;30
saasto;1920;kokoon;15
saasto;1920;opetus;10
saasto;1920;teoll;0
saasto;1920;varast;0
saasto;1920;muut;15
saasto;1929;erpien;1
saasto;1929;rivita;6
saasto;1929;askert;6
saasto;1929;liike;15
saasto;1929;tsto;10
saasto;1929;liiken;15
saasto;1929;hoito;30
saasto;1929;kokoon;15
saasto;1929;opetus;10
saasto;1929;teoll;0
saasto;1929;varast;0
saasto;1929;muut;15
saasto;1939;erpien;2
saasto;1939;rivita;7
saasto;1939;askert;7
saasto;1939;liike;17
saasto;1939;tsto;12
saasto;1939;liiken;17
saasto;1939;hoito;32
saasto;1939;kokoon;17
saasto;1939;opetus;12
saasto;1939;teoll;0
saasto;1939;varast;0
saasto;1939;muut;17
saasto;1949;erpien;2
saasto;1949;rivita;10
saasto;1949;askert;9
saasto;1949;liike;19
saasto;1949;tsto;14
saasto;1949;liiken;19
saasto;1949;hoito;34
saasto;1949;kokoon;19
saasto;1949;opetus;14
saasto;1949;teoll;0
saasto;1949;varast;0
saasto;1949;muut;19
saasto;1959;erpien;3
saasto;1959;rivita;12
saasto;1959;askert;12
saasto;1959;liike;20
saasto;1959;tsto;15
saasto;1959;liiken;20
saasto;1959;hoito;35
saasto;1959;kokoon;20
saasto;1959;opetus;15
saasto;1959;teoll;0
saasto;1959;varast;0
saasto;1959;muut;20
saasto;1969;erpien;7
saasto;1969;rivita;14
saasto;1969;askert;16
saasto;1969;liike;25
saasto;1969;tsto;20
saasto;1969;liiken;25
saasto;1969;hoito;40
saasto;1969;kokoon;25
saasto;1969;opetus;20
saasto;1969;teoll;0
saasto;1969;varast;0
saasto;1969;muut;25
saasto;1979;erpien;10
saasto;1979;rivita;18
saasto;1979;askert;20
saasto;1979;liike;30
saasto;1979;tsto;25
saasto;1979;liiken;30
saasto;1979;hoito;45
saasto;1979;kokoon;30
saasto;1979;opetus;25
saasto;1979;teoll;0
saasto;1979;varast;0
saasto;1979;muut;30
saasto;1989;erpien;15
saasto;1989;rivita;16
saasto;1989;askert;19
saasto;1989;liike;27
saasto;1989;tsto;22
saasto;1989;liiken;27
saasto;1989;hoito;42
saasto;1989;kokoon;27
saasto;1989;opetus;22
saasto;1989;teoll;0
saasto;1989;varast;0
saasto;1989;muut;27
saasto;1999;erpien;18
saasto;1999;rivita;14
saasto;1999;askert;19
saasto;1999;liike;25
saasto;1999;tsto;20
saasto;1999;liiken;25
saasto;1999;hoito;40
saasto;1999;kokoon;25
saasto;1999;opetus;20
saasto;1999;teoll;0
saasto;1999;varast;0
saasto;1999;muut;25
saasto;2009;erpien;20
saasto;2009;rivita;14
saasto;2009;askert;23
saasto;2009;liike;25
saasto;2009;tsto;20
saasto;2009;liiken;25
saasto;2009;hoito;40
saasto;2009;kokoon;25
saasto;2009;opetus;20
saasto;2009;teoll;0
saasto;2009;varast;0
saasto;2009;muut;25
saasto;2010;erpien;17
saasto;2010;rivita;22
saasto;2010;askert;24
saasto;2010;liike;26
saasto;2010;tsto;21
saasto;2010;liiken;26
saasto;2010;hoito;41
saasto;2010;kokoon;26
saasto;2010;opetus;21
saasto;2010;teoll;0
saasto;2010;varast;0
saasto;2010;muut;26
saasto;2018;erpien;10
saasto;2018;rivita;20
saasto;2018;askert;22
saasto;2018;liike;25
saasto;2018;tsto;20
saasto;2018;liiken;25
saasto;2018;hoito;35
saasto;2018;kokoon;25
saasto;2018;opetus;20
saasto;2018;teoll;0
saasto;2018;varast;0
saasto;2018;muut;25
saasto;2019;erpien;10
saasto;2019;rivita;20
saasto;2019;askert;22
saasto;2019;liike;25
saasto;2019;tsto;20
saasto;2019;liiken;25
saasto;2019;hoito;35
saasto;2019;kokoon;25
saasto;2019;opetus;20
saasto;2019;teoll;0
saasto;2019;varast;0
saasto;2019;muut;25
saasto;2020;erpien;10
saasto;2020;rivita;20
saasto;2020;askert;22
saasto;2020;liike;25
saasto;2020;tsto;20
saasto;2020;liiken;25
saasto;2020;hoito;35
saasto;2020;kokoon;25
saasto;2020;opetus;20
saasto;2020;teoll;0
saasto;2020;varast;0
saasto;2020;muut;25
saasto;2021;erpien;10
saasto;2021;rivita;20
saasto;2021;askert;22
saasto;2021;liike;25
saasto;2021;tsto;20
saasto;2021;liiken;25
saasto;2021;hoito;35
saasto;2021;kokoon;25
saasto;2021;opetus;20
saasto;2021;teoll;0
saasto;2021;varast;0
saasto;2021;muut;25
saasto;2022;erpien;10
saasto;2022;rivita;20
saasto;2022;askert;22
saasto;2022;liike;25
saasto;2022;tsto;20
saasto;2022;liiken;25
saasto;2022;hoito;35
saasto;2022;kokoon;25
saasto;2022;opetus;20
saasto;2022;teoll;0
saasto;2022;varast;0
saasto;2022;muut;25
saasto;2023;erpien;10
saasto;2023;rivita;20
saasto;2023;askert;22
saasto;2023;liike;25
saasto;2023;tsto;20
saasto;2023;liiken;25
saasto;2023;hoito;35
saasto;2023;kokoon;25
saasto;2023;opetus;20
saasto;2023;teoll;0
saasto;2023;varast;0
saasto;2023;muut;25
saasto;2024;erpien;10
saasto;2024;rivita;20
saasto;2024;askert;22
saasto;2024;liike;25
saasto;2024;tsto;20
saasto;2024;liiken;25
saasto;2024;hoito;35
saasto;2024;kokoon;25
saasto;2024;opetus;20
saasto;2024;teoll;0
saasto;2024;varast;0
saasto;2024;muut;25
saasto;2025;erpien;10
saasto;2025;rivita;20
saasto;2025;askert;22
saasto;2025;liike;25
saasto;2025;tsto;20
saasto;2025;liiken;25
saasto;2025;hoito;35
saasto;2025;kokoon;25
saasto;2025;opetus;20
saasto;2025;teoll;0
saasto;2025;varast;0
saasto;2025;muut;25
saasto;2026;erpien;10
saasto;2026;rivita;20
saasto;2026;askert;22
saasto;2026;liike;25
saasto;2026;tsto;20
saasto;2026;liiken;25
saasto;2026;hoito;35
saasto;2026;kokoon;25
saasto;2026;opetus;20
saasto;2026;teoll;0
saasto;2026;varast;0
saasto;2026;muut;25
saasto;2027;erpien;10
saasto;2027;rivita;20
saasto;2027;askert;22
saasto;2027;liike;25
saasto;2027;tsto;20
saasto;2027;liiken;25
saasto;2027;hoito;35
saasto;2027;kokoon;25
saasto;2027;opetus;20
saasto;2027;teoll;0
saasto;2027;varast;0
saasto;2027;muut;25
saasto;2028;erpien;10
saasto;2028;rivita;20
saasto;2028;askert;22
saasto;2028;liike;25
saasto;2028;tsto;20
saasto;2028;liiken;25
saasto;2028;hoito;35
saasto;2028;kokoon;25
saasto;2028;opetus;20
saasto;2028;teoll;0
saasto;2028;varast;0
saasto;2028;muut;25
saasto;2029;erpien;10
saasto;2029;rivita;20
saasto;2029;askert;22
saasto;2029;liike;25
saasto;2029;tsto;20
saasto;2029;liiken;25
saasto;2029;hoito;35
saasto;2029;kokoon;25
saasto;2029;opetus;20
saasto;2029;teoll;0
saasto;2029;varast;0
saasto;2029;muut;25
saasto;2030;erpien;10
saasto;2030;rivita;20
saasto;2030;askert;22
saasto;2030;liike;25
saasto;2030;tsto;20
saasto;2030;liiken;25
saasto;2030;hoito;35
saasto;2030;kokoon;25
saasto;2030;opetus;20
saasto;2030;teoll;0
saasto;2030;varast;0
saasto;2030;muut;25
saasto;2031;erpien;10
saasto;2031;rivita;20
saasto;2031;askert;22
saasto;2031;liike;25
saasto;2031;tsto;20
saasto;2031;liiken;25
saasto;2031;hoito;35
saasto;2031;kokoon;25
saasto;2031;opetus;20
saasto;2031;teoll;0
saasto;2031;varast;0
saasto;2031;muut;25
saasto;2032;erpien;10
saasto;2032;rivita;20
saasto;2032;askert;22
saasto;2032;liike;25
saasto;2032;tsto;20
saasto;2032;liiken;25
saasto;2032;hoito;35
saasto;2032;kokoon;25
saasto;2032;opetus;20
saasto;2032;teoll;0
saasto;2032;varast;0
saasto;2032;muut;25
saasto;2033;erpien;10
saasto;2033;rivita;20
saasto;2033;askert;22
saasto;2033;liike;25
saasto;2033;tsto;20
saasto;2033;liiken;25
saasto;2033;hoito;35
saasto;2033;kokoon;25
saasto;2033;opetus;20
saasto;2033;teoll;0
saasto;2033;varast;0
saasto;2033;muut;25
saasto;2034;erpien;10
saasto;2034;rivita;20
saasto;2034;askert;22
saasto;2034;liike;25
saasto;2034;tsto;20
saasto;2034;liiken;25
saasto;2034;hoito;35
saasto;2034;kokoon;25
saasto;2034;opetus;20
